"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges"
"987","Female",0,"No","No",70,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",79.6,5589.45
"988","Male",0,"No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.85,724.65
"989","Female",0,"Yes","Yes",28,"Yes","No","Fiber optic","Yes","No","No","No","No","Yes","One year","Yes","Bank transfer (automatic)",82.85,2320.8
"990","Male",0,"Yes","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70,70
"991","Female",0,"No","No",3,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",69.95,220.45
"992","Female",0,"Yes","Yes",38,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","One year","No","Credit card (automatic)",80.3,3058.65
"993","Female",0,"Yes","Yes",39,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",81.5,3107.3
"994","Female",0,"No","No",42,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",59.65,2536.55
"995","Female",0,"Yes","Yes",54,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",86.2,4524.05
"996","Male",0,"Yes","No",61,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check",81.05,4747.65
"997","Female",0,"No","Yes",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",94.2,193.8
"998","Female",0,"Yes","No",53,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",94.85,5000.2
"999","Female",0,"No","Yes",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",51.55,106.2
"1000","Male",0,"Yes","No",19,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",88.8,1672.35
"1001","Male",0,"No","Yes",19,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",24.1,439.2
"1002","Male",0,"No","No",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",21,1107.2
"1003","Female",1,"Yes","Yes",46,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",110.2,4972.1
"1004","Male",0,"Yes","Yes",47,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",113.45,5317.8
"1005","Male",0,"Yes","Yes",68,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Mailed check",56.4,3948.45
"1006","Male",0,"No","No",4,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",50.8,202.3
"1007","Female",0,"Yes","No",23,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Mailed check",90.15,2044.95
"1008","Male",0,"Yes","No",49,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",93.85,4733.1
"1009","Female",1,"No","No",39,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.75,4036
"1010","Male",1,"Yes","No",63,"No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",36.1,2298.9
"1011","Female",0,"Yes","Yes",4,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",56.5,235.1
"1012","Male",0,"No","Yes",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.4,42.9
"1013","Male",0,"No","No",44,"Yes","No","DSL","Yes","No","No","Yes","Yes","No","One year","No","Electronic check",65.4,2774.55
"1014","Female",0,"No","No",5,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",82.75,417.75
"1015","Male",1,"No","No",19,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",95.9,1777.9
"1016","Female",0,"No","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",111.25,7984.15
"1017","Female",1,"No","No",2,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",88.55,179.25
"1018","Female",0,"Yes","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.05,201.7
"1019","Female",0,"Yes","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.5,1502.25
"1020","Female",0,"Yes","Yes",5,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",49.4,232.55
"1021","Male",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",80.85,5727.45
"1022","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",94.25,6849.75
"1023","Male",1,"No","No",12,"No","No phone service","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",43.65,526.95
"1024","Female",0,"No","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.2,140.95
"1025","Female",0,"Yes","No",10,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",78.15,765.15
"1026","Female",0,"No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",48.6,48.6
"1027","Female",0,"Yes","Yes",4,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",80.85,302.75
"1028","Male",0,"Yes","No",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.6,851.2
"1029","Female",0,"Yes","No",51,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",49.65,2553.35
"1030","Male",0,"No","No",12,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.7,1253.9
"1031","Male",0,"Yes","No",66,"Yes","Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Electronic check",63.85,4264.6
"1032","Male",0,"No","No",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.4,529.8
"1033","Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",114.05,8468.2
"1034","Male",0,"No","No",7,"No","No phone service","DSL","No","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",35.5,249.55
"1035","Male",0,"No","No",27,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",53.45,1461.45
"1036","Female",0,"Yes","Yes",6,"No","No phone service","DSL","No","Yes","Yes","Yes","No","No","Two year","No","Mailed check",40.55,217.5
"1037","Male",0,"No","No",24,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",49.55,1210.4
"1038","Female",0,"Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",113.05,7869.05
"1039","Male",1,"No","No",11,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",60.25,662.95
"1040","Male",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","Yes","Electronic check",97.2,6910.3
"1041","Male",0,"Yes","No",60,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.5,1198.8
"1042","Female",0,"Yes","No",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",91.7,6424.7
"1043","Male",0,"Yes","No",43,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",66.25,2907.35
"1044","Female",1,"No","No",51,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.6,967.9
"1045","Male",0,"Yes","No",14,"Yes","No","DSL","No","No","No","No","No","No","One year","No","Electronic check",44.6,641.25
"1046","Female",0,"Yes","Yes",59,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.6,1286
"1047","Male",0,"No","No",56,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",94.45,5124.6
"1048","Male",0,"Yes","Yes",28,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","No","One year","No","Mailed check",50.8,1386.8
"1049","Female",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",79.2,5401.9
"1050","Male",0,"No","No",35,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","No","Electronic check",95.5,3418.2
"1051","Female",0,"No","No",10,"Yes","No","DSL","No","Yes","No","Yes","No","Yes","One year","No","Mailed check",64.9,685.55
"1052","Female",0,"No","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.25,1566.9
"1053","Male",0,"No","No",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.35,531.6
"1054","Female",0,"No","No",45,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",81.65,3618.7
"1055","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.95,69.95
"1056","Female",0,"Yes","Yes",69,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",105.1,7234.8
"1057","Female",0,"No","No",35,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",85.95,3110.1
"1058","Male",0,"No","No",11,"Yes","No","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",60.9,688.5
"1059","Female",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",18.75,53.15
"1060","Male",0,"No","No",39,"Yes","Yes","DSL","No","No","No","Yes","No","No","Two year","Yes","Credit card (automatic)",53.85,2200.7
"1061","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Two year","Yes","Credit card (automatic)",94.45,6921.7
"1062","Female",0,"No","No",10,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",54.25,583
"1063","Female",0,"Yes","Yes",7,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",50.7,350.35
"1064","Female",1,"No","No",40,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.55,3673.6
"1065","Male",0,"No","No",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.35,324.8
"1066","Male",0,"Yes","No",70,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Two year","No","Mailed check",67.95,4664.15
"1067","Male",0,"Yes","No",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",20.55,1252
"1068","Female",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",70.9,273
"1069","Female",0,"No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.7,112.75
"1070","Male",1,"No","No",8,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.7,572.85
"1071","Female",0,"Yes","Yes",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20,833.55
"1072","Male",0,"No","No",34,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.35,3549.25
"1073","Male",0,"No","No",5,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",96.1,453.4
"1074","Male",0,"Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",110.15,6448.05
"1075","Male",0,"Yes","Yes",60,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",23.95,1506.4
"1076","Male",0,"Yes","Yes",7,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",48.7,340.25
"1077","Male",0,"No","No",48,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",108.1,5067.45
"1078","Female",0,"Yes","No",64,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.4,6794.75
"1079","Female",0,"No","No",69,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Electronic check",104,7028.5
"1080","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",94.4,94.4
"1081","Female",1,"No","No",45,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",97.05,4385.05
"1082","Male",0,"No","No",51,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","Yes","Electronic check",94.8,4837.6
"1083","Male",0,"No","No",40,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",67.45,2731
"1084","Female",0,"No","No",62,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",19.2,1123.65
